title,address,city,state,postal_code,price,facts and features,real estate provider,url
Condo For Sale,2359 Jackson St # 4,San Francisco,CA,94115,"$995,000","1 bd , 1 ba , 653 sqft",McGuire Real Estate,https://www.zillow.com/homedetails/2359-Jackson-St-4-San-Francisco-CA-94115/15074023_zpid/
Apartment For Sale,1840-1844 Golden Gate Ave,SAN FRANCISCO,CA,94115,"$5,995,000","Studio , -- ba , 7,205 sqft","Paragon Coml. Brokerage, Inc",https://www.zillow.com/homedetails/1840-1844-Golden-Gate-Ave-San-Francisco-CA-94115/15084972_zpid/
Condo For Sale,1823 Turk St,San Francisco,CA,94115,"$2,095,000","3 bds , 2.5 ba , 1,947 sqft",Paragon Real Estate Group,https://www.zillow.com/homedetails/1823-Turk-St-San-Francisco-CA-94115/2097380992_zpid/
Condo For Sale,1941 Ofarrell St,San Francisco,CA,94115,"$1,195,000","3 bds , 1.5 ba , 1,708 sqft",Pacific Union International,https://www.zillow.com/homedetails/1941-Ofarrell-St-San-Francisco-CA-94115/15077344_zpid/
Apartment For Sale,3169-3173 Sacramento St,SAN FRANCISCO,CA,94115,"$3,495,000","Studio , -- ba , 4,080 sqft",Compass,https://www.zillow.com/homedetails/3169-3173-Sacramento-St-San-Francisco-CA-94115/15082494_zpid/
Condo For Sale,1306 Mcallister St,San Francisco,CA,94115,"$1,595,000","4 bds , 2 ba , 1,834 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/1306-Mcallister-St-San-Francisco-CA-94115/2090713956_zpid/
House For Sale,2148 Steiner St,San Francisco,CA,94115,"$3,495,000","4 bds , 3 ba , -- sqft",Coldwell Banker Residential Brokerage - San Francisco Pacific Heights,https://www.zillow.com/homedetails/2148-Steiner-St-San-Francisco-CA-94115/15074664_zpid/
Condo For Sale,1122 Elm St,San Francisco,CA,94115,"$650,000","2 bds , 1 ba , 700 sqft",,https://www.zillow.com/homedetails/1122-Elm-St-San-Francisco-CA-94115/15077534_zpid/
Apartment For Sale,2135 California St,San Francisco,CA,94115,"$16,000,000","Studio , -- ba , 15,108 sqft",Colliers International,https://www.zillow.com/homedetails/2135-California-St-San-Francisco-CA-94115/2090731890_zpid/
New Construction,2121 Webster St # EG2AUU,San Francisco,CA,94115,"$9,950,000+","3 bds , 4 ba , 3,031+ sqft",,https://www.zillow.com/community/pacific/2093737634_zpid/
Condo For Sale,75 Zampa Ln APT 5,San Francisco,CA,94115,"$650,000","3 bds , 2 ba , 1,050 sqft",Coldwell Banker Residential Brokerage - San Francisco Lakeside,https://www.zillow.com/homedetails/75-Zampa-Ln-APT-5-San-Francisco-CA-94115/64971953_zpid/
New Construction,2655 Bush St # X3XVXX,San Francisco,CA,94115,"$2,420,000+","1 bd , 1 ba , 1,600+ sqft",,https://www.zillow.com/community/district-at-lower-pacific-heights/2096288445_zpid/
