title,address,city,state,postal_code,price,facts and features,real estate provider,url
Condo For Sale,5175 Diamond Heights Blvd APT 123,San Francisco,CA,94131,"$858,000","2 bds , 2 ba , 1,050 sqft",Intero Real Estate Services,https://www.zillow.com/homedetails/5175-Diamond-Heights-Blvd-APT-123-San-Francisco-CA-94131/15199430_zpid/
Condo For Sale,4121 Cesar Chavez St APT 2,San Francisco,CA,94131,"$1,465,000","2 bds , 2.5 ba , 1,282 sqft",Compass,https://www.zillow.com/homedetails/4121-Cesar-Chavez-St-APT-2-San-Francisco-CA-94131/2100964291_zpid/
Apartment For Sale,346-348 Chenery St,SAN FRANCISCO,CA,94131,"$1,850,000","Studio , -- ba , 2,700 sqft",,https://www.zillow.com/homedetails/346-348-Chenery-St-San-Francisco-CA-94131/15184410_zpid/
House For Sale,214 216 Monterey Blvd,San Francisco,CA,94131,"$1,349,000","3 bds , 2 ba , 1,656 sqft",Climb Real Estate,https://www.zillow.com/homedetails/214-216-Monterey-Blvd-San-Francisco-CA-94131/2090916861_zpid/
Apartment For Sale,12 Chenery St,San Francisco,CA,94131,"$998,000","Studio , -- ba , 1,553 sqft","Ormiston, Robert E., Broker",https://www.zillow.com/homedetails/12-Chenery-St-San-Francisco-CA-94131/15183814_zpid/
House For Sale,64 Sussex St,San Francisco,CA,94131,"$1,599,000","2 bds , 1 ba , 834 sqft",Compass,https://www.zillow.com/homedetails/64-Sussex-St-San-Francisco-CA-94131/15184634_zpid/
House For Sale,1783 Noe St,San Francisco,CA,94131,"$7,700,000","5 bds , 5 ba , -- sqft",Zephyr Real Estate,https://www.zillow.com/homedetails/1783-Noe-St-San-Francisco-CA-94131/15183630_zpid/
House For Sale,1223 Bosworth St,San Francisco,CA,94131,"$1,995,000","2 bds , 3 ba , 1,850 sqft",Compass,https://www.zillow.com/homedetails/1223-Bosworth-St-San-Francisco-CA-94131/89239750_zpid/
Condo For Sale,145 Gardenside Dr APT 5,San Francisco,CA,94131,"$899,000","2 bds , 2 ba , 1,049 sqft",Zephyr Real Estate,https://www.zillow.com/homedetails/145-Gardenside-Dr-APT-5-San-Francisco-CA-94131/15132786_zpid/
Condo For Sale,125 Randall St,San Francisco,CA,94131,"$1,195,000","2 bds , 1 ba , 1,525 sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/125-Randall-St-San-Francisco-CA-94131/15183998_zpid/
House For Sale,403 28th St,San Francisco,CA,94131,"$1,599,000","3 bds , 3 ba , 1,500 sqft",Vanguard Properties,https://www.zillow.com/homedetails/403-28th-St-San-Francisco-CA-94131/15182942_zpid/
Condo For Sale,945 Corbett Ave APT 107,San Francisco,CA,94131,"$699,000","1 bd , 1 ba , 956 sqft",Zephyr Real Estate,https://www.zillow.com/homedetails/945-Corbett-Ave-APT-107-San-Francisco-CA-94131/15131792_zpid/
Condo For Sale,5116 Diamond Heights Blvd # C,San Francisco,CA,94131,"$825,000","2 bds , 2 ba , 1,113 sqft","American Marketing Sys., Inc",https://www.zillow.com/homedetails/5116-Diamond-Heights-Blvd-C-San-Francisco-CA-94131/15198958_zpid/
Condo For Sale,910 Corbett Ave # 3,San Francisco,CA,94131,"$1,299,000","4 bds , 2 ba , 1,430 sqft",,https://www.zillow.com/homedetails/910-Corbett-Ave-3-San-Francisco-CA-94131/96044298_zpid/
Condo For Sale,910 Corbett Ave # 2,San Francisco,CA,94131,"$1,179,000","3 bds , 1.5 ba , 1,523 sqft",,https://www.zillow.com/homedetails/910-Corbett-Ave-2-San-Francisco-CA-94131/96017079_zpid/
Condo For Sale,910 Corbett Ave # 1,San Francisco,CA,94131,"$1,179,000","3 bds , 1.5 ba , 1,496 sqft",,https://www.zillow.com/homedetails/910-Corbett-Ave-1-San-Francisco-CA-94131/96038822_zpid/
House For Sale,37 Turquoise Way,San Francisco,CA,94131,"$1,595,000","4 bds , 2.5 ba , 2,200 sqft",Zephyr Real Estate,https://www.zillow.com/homedetails/37-Turquoise-Way-San-Francisco-CA-94131/15198777_zpid/
Apartment For Sale,274-276 Duncan St,SAN FRANCISCO,CA,94131,"$2,395,000","Studio , -- ba , 3,575 sqft",Paragon Real Estate Group,https://www.zillow.com/homedetails/274-276-Duncan-St-San-Francisco-CA-94131/15182424_zpid/
House For Sale,47 Chenery St,San Francisco,CA,94131,"$10,250,000","10 bds , 11 ba , 9,966 sqft",Coldwell Banker Residential Brokerage - San Francisco Pacific Heights,https://www.zillow.com/homedetails/47-Chenery-St-San-Francisco-CA-94131/2113433565_zpid/
House For Sale,259 Randall St,San Francisco,CA,94131,"$2,429,000","3 bds , 1 ba , 2,475 sqft",Bay Areas Real Estate,https://www.zillow.com/homedetails/259-Randall-St-San-Francisco-CA-94131/15184050_zpid/
Condo For Sale,95 Ora Way APT 304F,San Francisco,CA,94131,"$390,003","2 bds , 1 ba , 890 sqft",Home Quest Realty,https://www.zillow.com/homedetails/95-Ora-Way-APT-304F-San-Francisco-CA-94131/15199922_zpid/
Apartment For Sale,2922 2924 Diamond St,San Francisco,CA,94131,"$1,995,000","3 bds , 1 ba , 2,700 sqft",Paragon Real Estate Group,https://www.zillow.com/homedetails/2922-2924-Diamond-St-San-Francisco-CA-94131/2091216934_zpid/
Lot/Land For Sale,127 Topaz Way,San Francisco,CA,94131,"$8,000,000",-- sqft lot,,https://www.zillow.com/homedetails/127-Topaz-Way-San-Francisco-CA-94131/15199984_zpid/
Apartment For Sale,206-208 Monterey Blvd,SAN FRANCISCO,CA,94131,"$1,789,000","Studio , -- ba , 1,471 sqft",Climb Real Estate,https://www.zillow.com/homedetails/206-208-Monterey-Blvd-San-Francisco-CA-94131/15186022_zpid/
