title,address,city,state,postal_code,price,facts and features,real estate provider,url
Apartment For Sale,(Undisclosed Address),San Francisco,CA,94109,"$1,880,000","Studio , -- ba , 6,075 sqft",Marcus & Millichap,https://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94109/2090888558_zpid/
Condo For Sale,1998 Broadway APT 1206,San Francisco,CA,94109,"$1,595,000","2 bds , 2 ba , 1,170 sqft",GPK Luxury Real Estate,https://www.zillow.com/homedetails/1998-Broadway-APT-1206-San-Francisco-CA-94109/15072776_zpid/
Apartment For Sale,1520 Leavenworth St,San Francisco,CA,94109,"$2,400,000","Studio , -- ba , 4,540 sqft",Colliers International,https://www.zillow.com/homedetails/1520-Leavenworth-St-San-Francisco-CA-94109/2094932855_zpid/
Condo For Sale,795 Sutter St # 303,San Francisco,CA,94109,"$1,995,000","3 bds , 2 ba , 1,820 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/795-Sutter-St-303-San-Francisco-CA-94109/15069276_zpid/
Apartment For Sale,1510-1512 Pacific Ave,SAN FRANCISCO,CA,94109,"$3,950,000","Studio , -- ba , 2,850 sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/1510-1512-Pacific-Ave-San-Francisco-CA-94109/15072900_zpid/
New Construction,1545 Pine St # U4I7Q,San Francisco,CA,94109,"$727,500+","-- bds , 1 ba , 432+ sqft",,https://www.zillow.com/community/austin/2092523855_zpid/
Condo For Sale,66 Cleary Ct APT 902,San Francisco,CA,94109,"$888,000","3 bds , 2 ba , 1,099 sqft",Princeton Real Estate,https://www.zillow.com/homedetails/66-Cleary-Ct-APT-902-San-Francisco-CA-94109/15076923_zpid/
Condo For Sale,757 N Point St APT 8,San Francisco,CA,94109,"$1,475,000","2 bds , 3 ba , 1,270 sqft",,https://www.zillow.com/homedetails/757-N-Point-St-APT-8-San-Francisco-CA-94109/15063377_zpid/
Condo For Sale,1840 Washington St APT 603,San Francisco,CA,94109,"$1,100,000","1 bd , 1 ba , 837 sqft",Vanguard Properties,https://www.zillow.com/homedetails/1840-Washington-St-APT-603-San-Francisco-CA-94109/117672217_zpid/
Condo For Sale,1080 Chestnut St APT 11D,San Francisco,CA,94109,"$5,500,000","3 bds , 3.5 ba , 2,330 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/1080-Chestnut-St-APT-11D-San-Francisco-CA-94109/80745287_zpid/
Condo For Sale,1188 Green St # 10,San Francisco,CA,94109,"$499,000","Studio , 1 ba , -- sqft",,https://www.zillow.com/homedetails/1188-Green-St-10-San-Francisco-CA-94109/15066090_zpid/
Condo For Sale,2151 Sacramento St APT 4,San Francisco,CA,94109,"$3,398,000","4 bds , 4 ba , 2,528 sqft",Coldwell Banker Residential Brokerage - San Francisco Pacific Heights,https://www.zillow.com/homedetails/2151-Sacramento-St-APT-4-San-Francisco-CA-94109/15074816_zpid/
New Construction,1545 Pine St # KBU33O,San Francisco,CA,94109,"$842,000+","1 bd , 1 ba , 630+ sqft",,https://www.zillow.com/community/austin/2092523854_zpid/
Apartment For Sale,2612 2626 Van Ness Ave,San Francisco,CA,94109,"$5,668,000","Studio , -- ba , -- sqft",Pinnacle Investment Properties,https://www.zillow.com/homedetails/2612-2626-Van-Ness-Ave-San-Francisco-CA-94109/2090969507_zpid/
Condo For Sale,1450 Post St APT 1115,San Francisco,CA,94109,"$625,000","2 bds , 1.5 ba , 1,067 sqft",Sunrise Senior Living Mgmt.,https://www.zillow.com/homedetails/1450-Post-St-APT-1115-San-Francisco-CA-94109/15076314_zpid/
Condo For Sale,1450 Post St APT 306,San Francisco,CA,94109,"$560,000","1 bd , 1.5 ba , 1,067 sqft",Sunrise Senior Living Mgmt.,https://www.zillow.com/homedetails/1450-Post-St-APT-306-San-Francisco-CA-94109/15076182_zpid/
Condo For Sale,2090 Pacific Ave APT 206,San Francisco,CA,94109,"$859,000","1 bd , 1 ba , 740 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/2090-Pacific-Ave-APT-206-San-Francisco-CA-94109/15073114_zpid/
Apartment For Sale,2240 Larkin St,San Francisco,CA,94109,"$6,800,000","Studio , -- ba , 7,071 sqft",Marcus & Millichap,https://www.zillow.com/homedetails/2240-Larkin-St-San-Francisco-CA-94109/2097060025_zpid/
Auction,1405 Greenwich St APT 2,San Francisco,CA,94109,$745K,"1 bd , 1 ba , 998 sqft",,https://www.zillow.com/homedetails/1405-Greenwich-St-APT-2-San-Francisco-CA-94109/64969115_zpid/
Condo For Sale,1865 California St APT 2,San Francisco,CA,94109,"$749,000","1 bd , 1 ba , 650 sqft",Vanguard Properties,https://www.zillow.com/homedetails/1865-California-St-APT-2-San-Francisco-CA-94109/15074999_zpid/
Condo For Sale,1450 Post St APT 1202,San Francisco,CA,94109,"$250,000","1 bd , 1 ba , 540 sqft",Sunrise Senior Living Mgmt.,https://www.zillow.com/homedetails/1450-Post-St-APT-1202-San-Francisco-CA-94109/15076317_zpid/
Condo For Sale,2111 Hyde St # 600,San Francisco,CA,94109,"$2,495,000","3 bds , 2 ba , -- sqft",GPK Luxury Real Estate,https://www.zillow.com/homedetails/2111-Hyde-St-600-San-Francisco-CA-94109/80743184_zpid/
Condo For Sale,1080 Sutter St APT 602,San Francisco,CA,94109,"$1,395,000","2 bds , 2 ba , 1,330 sqft",Vanguard Properties,https://www.zillow.com/homedetails/1080-Sutter-St-APT-602-San-Francisco-CA-94109/123174765_zpid/
