title,address,city,state,postal_code,price,facts and features,real estate provider,url
Condo For Sale,550 Davis St UNIT 44,San Francisco,CA,94111,"$1,995,000","3 bds , 2 ba , 1,520 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/550-Davis-St-UNIT-44-San-Francisco-CA-94111/15067289_zpid/
Condo For Sale,240 Lombard St APT 437,San Francisco,CA,94111,"$625,000","1 bd , 1 ba , 566 sqft",SimpleListing.com,https://www.zillow.com/homedetails/240-Lombard-St-APT-437-San-Francisco-CA-94111/15064147_zpid/
Condo For Sale,550 Davis St UNIT 39,San Francisco,CA,94111,"$1,196,000","1 bd , 1 ba , 914 sqft",,https://www.zillow.com/homedetails/550-Davis-St-UNIT-39-San-Francisco-CA-94111/15067284_zpid/
Condo For Sale,77 Dow Pl APT 701,San Francisco,CA,94107,"$935,000","1 bd , 1.5 ba , 1,022 sqft",Vanguard Properties,https://www.zillow.com/homedetails/77-Dow-Pl-APT-701-San-Francisco-CA-94107/61242854_zpid/
House For Sale,807 Francisco St,San Francisco,CA,94109,"$16,900,000","6 bds , 6.5 ba , 6,180 sqft",Compass,https://www.zillow.com/homedetails/807-Francisco-St-San-Francisco-CA-94109/15063607_zpid/
Condo For Sale,1310 1314 Greenwich St # 401,San Francisco,CA,94109,"$2,750,000","2 bds , 2 ba , 1,912 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/1310-1314-Greenwich-St-401-San-Francisco-CA-94109/2090793708_zpid/
Apartment For Sale,1219 Kearny St,San Francisco,CA,94133,"$2,550,000","Studio , -- ba , 3,240 sqft","TRI Investment Services, Inc.",https://www.zillow.com/homedetails/1219-Kearny-St-San-Francisco-CA-94133/2090796937_zpid/
New Construction,1545 Pine St # U4I7Q,San Francisco,CA,94109,"$727,500+","-- bds , 1 ba , 432+ sqft",,https://www.zillow.com/community/austin/2092523855_zpid/
New Construction,1545 Pine St # KBU33O,San Francisco,CA,94109,"$842,000+","1 bd , 1 ba , 630+ sqft",,https://www.zillow.com/community/austin/2092523854_zpid/
Condo For Sale,301 Mission St APT 12A,San Francisco,CA,94105,"$2,150,000","2 bds , 2 ba , 1,479 sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/301-Mission-St-APT-12A-San-Francisco-CA-94105/111710925_zpid/
Condo For Sale,1145 Green St APT 3,San Francisco,CA,94109,"$849,900","1 bd , 1 ba , -- sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/1145-Green-St-APT-3-San-Francisco-CA-94109/122246217_zpid/
