title,address,city,state,postal_code,price,facts and features,real estate provider,url
Condo For Sale,351 Buena Vista Ave E UNIT 404,San Francisco,CA,94117,"$635,000","1 bd , 1 ba , 690 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/351-Buena-Vista-Ave-E-UNIT-404-San-Francisco-CA-94117/15126822_zpid/
Condo For Sale,115 Carl St APT 3,San Francisco,CA,94117,"$549,000","1 bd , 1 ba , -- sqft",Paragon Real Estate Group,https://www.zillow.com/homedetails/115-Carl-St-APT-3-San-Francisco-CA-94117/2090823404_zpid/
Condo For Sale,717 Clayton St,San Francisco,CA,94117,"$1,199,000","2 bds , 1 ba , 1,175 sqft",,https://www.zillow.com/homedetails/717-Clayton-St-San-Francisco-CA-94117/82785658_zpid/
Condo For Sale,145 Divisadero St,San Francisco,CA,94117,"$1,445,000","3 bds , 1 ba , 1,373 sqft",Paragon Real Estate Group,https://www.zillow.com/homedetails/145-Divisadero-St-San-Francisco-CA-94117/15087323_zpid/
Condo For Sale,988 Fulton St APT 314,San Francisco,CA,94117,"$949,000","2 bds , 2 ba , 932 sqft",Century 21 Realty Alliance,https://www.zillow.com/homedetails/988-Fulton-St-APT-314-San-Francisco-CA-94117/79844529_zpid/
Condo For Sale,267 271 Hermann St # 267,San Francisco,CA,94117,"$899,000","2 bds , 1 ba , -- sqft",Vanguard Properties,https://www.zillow.com/homedetails/267-271-Hermann-St-267-San-Francisco-CA-94117/2090856900_zpid/
Coming Soon,1315 Cole St,San Francisco,CA,94117,"$1,850,000","3 bds , 1 ba , 1,900 sqft",,https://www.zillow.com/homedetails/1315-Cole-St-San-Francisco-CA-94117/82785673_zpid/
For Sale by Owner,1214 Masonic Ave,San Francisco,CA,94117,"$2,895,000","5 bds , 4 ba , 2,898 sqft",,https://www.zillow.com/homedetails/1214-Masonic-Ave-San-Francisco-CA-94117/15086909_zpid/
Condo For Sale,574 Waller St,San Francisco,CA,94117,"$1,095,000","2 bds , 1 ba , 1,117 sqft",Vanguard Properties,https://www.zillow.com/homedetails/574-Waller-St-San-Francisco-CA-94117/15079194_zpid/
Condo For Sale,624 628 Broderick St # 624 A,San Francisco,CA,94117,"$649,000","1 bd , 1 ba , -- sqft",Core7 Real Estate,https://www.zillow.com/homedetails/624-628-Broderick-St-624-A-San-Francisco-CA-94117/2090947513_zpid/
Apartment For Sale,619-621 Baker St,SAN FRANCISCO,CA,94117,"$1,995,000","Studio , -- ba , 1,550 sqft",Paragon Real Estate Group,https://www.zillow.com/homedetails/619-621-Baker-St-San-Francisco-CA-94117/15085504_zpid/
Apartment For Sale,1736 Fell St,San Francisco,CA,94117,"$4,599,000","Studio , -- ba , 6,825 sqft",CENTURY 21 Real Estate Alliance,https://www.zillow.com/homedetails/1736-Fell-St-San-Francisco-CA-94117/2091168962_zpid/
Apartment For Sale,1736-1738 Fell St,SAN FRANCISCO,CA,94117,"$4,599,000","7 bds , 5 ba , 6,825 sqft",CENTURY 21 Real Estate Alliance,https://www.zillow.com/homedetails/1736-1738-Fell-St-San-Francisco-CA-94117/15086203_zpid/
Apartment For Sale,517 519 Lyon St,San Francisco,CA,94117,"$2,195,000","Studio , -- ba , 2,720 sqft",Colliers International,https://www.zillow.com/homedetails/517-519-Lyon-St-San-Francisco-CA-94117/2091507463_zpid/
Apartment For Sale,1062 Fulton St,San Francisco,CA,94117,"$3,199,000","Studio , -- ba , 4,470 sqft",Zephyr Real Estate,https://www.zillow.com/homedetails/1062-Fulton-St-San-Francisco-CA-94117/2091641359_zpid/
House For Sale,540 Fillmore St,San Francisco,CA,94117,"$3,395,000","3 bds , 4 ba , 3,865 sqft",Sotheby's International Realty - San Francisco Brokerage,https://www.zillow.com/homedetails/540-Fillmore-St-San-Francisco-CA-94117/15078628_zpid/
