title,address,city,state,postal_code,price,facts and features,real estate provider,url
Condo For Sale,451 Kansas St UNIT 571,San Francisco,CA,94107,"$895,000","1 bd , 1 ba , 778 sqft",Redfin,https://www.zillow.com/homedetails/451-Kansas-St-UNIT-571-San-Francisco-CA-94107/89238222_zpid/
Condo For Sale,1919 20th St APT 2,San Francisco,CA,94107,"$738,000","1 bd , 1 ba , 646 sqft","Romanov Real Estate, Inc.",https://www.zillow.com/homedetails/1919-20th-St-APT-2-San-Francisco-CA-94107/64966837_zpid/
Condo For Sale,229 Brannan St UNIT 5H,San Francisco,CA,94107,"$1,185,000","1 bd , 2 ba , 976 sqft",Pacific Union International Inc.,https://www.zillow.com/homedetails/229-Brannan-St-UNIT-5H-San-Francisco-CA-94107/59700532_zpid/
Condo For Sale,2030 3rd St APT 11,San Francisco,CA,94107,"$888,000","1 bd , 2 ba , 1,204 sqft",TRS Properties,https://www.zillow.com/homedetails/2030-3rd-St-APT-11-San-Francisco-CA-94107/2120636965_zpid/
Apartment For Sale,2014 19th St,San Francisco,CA,94107,"$1,699,000","5 bds , 3 ba , 2,151 sqft",Climb Real Estate,https://www.zillow.com/homedetails/2014-19th-St-San-Francisco-CA-94107/15149311_zpid/
Condo For Sale,461 2nd St APT T457,San Francisco,CA,94107,"$2,350,000","2 bds , 2 ba , 1,812 sqft",Compass,https://www.zillow.com/homedetails/461-2nd-St-APT-T457-San-Francisco-CA-94107/15148107_zpid/
Condo For Sale,260 King St UNIT 415,San Francisco,CA,94107,"$925,000","1 bd , 1 ba , 903 sqft",Vanguard Properties,https://www.zillow.com/homedetails/260-King-St-UNIT-415-San-Francisco-CA-94107/69819604_zpid/
Condo For Sale,88 King St UNIT 304,San Francisco,CA,94107,"$1,375,000","2 bds , 2 ba , 1,145 sqft",Coldwell Banker Residential Brokerage - San Francisco Market Street,https://www.zillow.com/homedetails/88-King-St-UNIT-304-San-Francisco-CA-94107/80732200_zpid/
House For Sale,1237 De Haro St,San Francisco,CA,94107,"$1,498,000","3 bds , 2 ba , 1,735 sqft",Coldwell Banker Residential Brokerage - San Francisco Pacific Heights,https://www.zillow.com/homedetails/1237-De-Haro-St-San-Francisco-CA-94107/15152153_zpid/
Condo For Sale,219 Brannan St UNIT 4G,San Francisco,CA,94107,"$2,250,000","3 bds , 3 ba , 1,694 sqft",E&J Realty,https://www.zillow.com/homedetails/219-Brannan-St-UNIT-4G-San-Francisco-CA-94107/50586838_zpid/
